"group","id","Item","RT","compromised"
0,67,1,18.3751905216513,1
0,68,1,120.443501090682,1
0,69,1,21.4771889281892,1
0,70,1,28.7300199444882,1
0,71,1,26.6380726273199,1
0,72,1,24.1299466085892,1
0,73,1,8.15052066475971,1
0,74,1,25.1603697632377,1
0,75,1,37.4498936539294,1
0,76,1,24.776824759326,1
0,77,1,17.4056178552602,1
1,78,1,45.2051799679315,1
0,79,1,16.7530564254059,1
0,80,1,21.1312283163287,1
0,81,1,9.64925907737192,1
0,82,1,23.0961896706387,1
0,83,1,15.3723476718988,1
0,84,1,38.3923171062388,1
0,85,1,24.3374574449869,1
0,86,1,30.74289117079,1
0,87,1,77.973285955678,1
0,88,1,22.7606506911816,1
0,89,1,126.435136198078,1
0,90,1,35.0674878988272,1
0,91,1,15.6561654015621,1
0,92,1,20.5643722989266,1
0,93,1,27.5410533675797,1
1,94,1,24.4416263305981,1
0,95,1,45.3267853455763,1
0,96,1,13.7567295944067,1
0,97,1,46.3474671806598,1
0,98,1,22.8378157725676,1
1,99,1,15.4729595360225,1
0,100,1,36.7830400067817,1
0,101,1,35.5528642539959,1
0,102,1,50.532382936889,1
0,103,1,18.5632782836743,1
0,104,1,18.2696933574437,1
0,105,1,41.7209180245138,1
0,106,1,110.800509430903,1
1,107,1,5.65627898713496,1
0,108,1,35.7205986207927,1
0,109,1,24.142418961509,1
0,110,1,26.5334760628941,1
0,111,1,25.3386922977027,1
0,112,1,111.126326628642,1
0,113,1,125.825355056599,1
0,114,1,28.9288318711561,1
1,115,1,17.2228389472561,1
1,116,1,47.7953830830368,1
0,117,1,29.3504594331125,1
0,118,1,125.715574484806,1
0,119,1,36.1962458243645,1
0,120,1,26.9503203816221,1
0,121,1,17.3228491025549,1
0,122,1,17.5047730202195,1
0,123,1,34.8511661237414,1
0,124,1,10.9586440403157,1
1,125,1,143.638392130876,1
0,126,1,37.8853511403938,1
1,127,1,10.7556894969888,1
0,128,1,56.3892368286276,1
0,129,1,73.8163990420369,1
0,130,1,20.4437420119003,1
0,131,1,18.474016948263,1
0,132,1,27.7515474637822,1
0,133,1,14.3442445490091,1
0,134,1,24.8222024084795,1
1,135,1,60.5585831837653,1
1,136,1,108.925933804748,1
0,137,1,14.0462537664625,1
0,138,1,31.5628408902292,1
1,139,1,5.53864227322623,1
0,140,1,56.771827025271,1
0,141,1,14.8627430576777,1
0,142,1,20.0030694859974,1
1,143,1,12.7468223515929,1
0,144,1,39.7196145185101,1
0,145,1,18.4983809197022,1
0,146,1,18.0383140766402,1
0,147,1,63.1155158839698,1
1,148,1,10.0530216580135,1
0,149,1,20.2144451289617,1
0,150,1,16.9356230358668,1
0,151,1,12.5228913129299,1
0,152,1,20.4167443106161,1
0,153,1,59.2261341042763,1
0,154,1,89.2233095668709,1
0,155,1,72.2909087831799,1
0,156,1,35.849475298934,1
0,157,1,38.3553244304812,1
0,158,1,10.7371193691901,1
0,159,1,60.5028308157559,1
0,160,1,74.1610494968989,1
0,161,1,22.3212677023607,1
0,162,1,73.558924774025,1
0,163,1,57.5851635148842,1
0,164,1,54.9244564760952,1
0,165,1,30.7498309958059,1
0,166,1,13.9333209247129,1
0,167,1,32.9585769541061,1
1,168,1,29.1853706162829,1
0,169,1,54.4472972930539,1
1,170,1,82.0867743983074,1
0,171,1,13.3002756187579,1
0,172,1,168.750437636062,1
0,173,1,47.1684013483265,1
0,174,1,87.5144414090574,1
0,175,1,11.7299629618596,1
0,176,1,27.7304946476783,1
0,177,1,56.5117617374236,1
0,178,1,16.9835979212585,1
1,179,1,57.8274513273478,1
0,180,1,25.8293914051538,1
0,181,1,29.3460910167112,1
0,182,1,42.1696046133093,1
0,183,1,105.285724512221,1
0,184,1,10.2745594695098,1
0,185,1,16.7684083527034,1
0,186,1,24.5207425246467,1
0,187,1,49.5846967636286,1
0,188,1,15.8550383971415,1
0,189,1,124.890157903748,1
0,190,1,10.7419560926064,1
0,191,1,36.9024783161951,1
0,192,1,72.1789657011036,1
0,193,1,19.9739773782982,1
0,194,1,43.8502440036284,1
0,195,1,33.5704779487738,1
0,196,1,64.9726817207001,1
0,197,1,60.7962194821598,1
0,198,1,3.68211804931156,1
0,199,1,8.55886533181008,1
0,200,1,11.7960138916669,1
0,201,1,37.5099558363094,1
0,202,1,24.1373335429028,1
0,203,1,15.4058697302685,1
0,204,1,19.650915274755,1
0,205,1,18.9184906567292,1
0,206,1,78.1125937757426,1
0,207,1,12.7448329279857,1
0,208,1,7.88161196865123,1
0,209,1,32.9628031557787,1
0,210,1,21.9041994508327,1
0,211,1,7.59284925474417,1
0,212,1,16.8768288062584,1
1,213,1,9.42902620016532,1
0,214,1,22.4821996230621,1
0,215,1,13.6520997927468,1
0,216,1,73.4306463411434,1
1,217,1,16.5263923660148,1
0,218,1,28.802736793341,1
1,219,1,5.85418664326503,1
0,220,1,26.8961449235046,1
0,221,1,50.378945455753,1
0,222,1,21.4867736050637,1
0,223,1,56.7103677402372,1
0,224,1,35.2800200692262,1
0,225,1,26.5722692649379,1
0,226,1,29.3096448862266,1
0,227,1,68.4186664525968,1
0,228,1,21.0739019693457,1
0,229,1,53.5387459808892,1
0,230,1,24.5261709671752,1
0,231,1,22.6832703335433,1
0,232,1,17.9892076337407,1
0,233,1,23.575392035102,1
1,234,1,75.6225768660884,1
0,235,1,9.47726139672176,1
0,236,1,11.2405491334357,1
0,237,1,45.1766296516287,1
0,238,1,7.15176358332866,1
1,239,1,13.8224766210255,1
0,240,1,20.105112437483,1
0,241,1,17.1683131073329,1
0,242,1,35.2291745604679,1
0,243,1,17.2396293364251,1
0,244,1,21.7937732540972,1
0,245,1,41.4498402972917,1
0,246,1,46.2246362550071,1
0,247,1,66.538337737744,1
0,248,1,26.4678787918768,1
0,249,1,82.0248516361418,1
0,250,1,11.7606306146968,1
0,251,1,8.62024203439097,1
1,252,1,7.11846446667347,1
0,253,1,39.2646628649319,1
0,254,1,16.1765493930948,1
0,255,1,43.8169029470412,1
0,256,1,40.4744725435564,1
0,257,1,12.8726476606478,1
0,258,1,15.4372642563643,1
0,259,1,54.4232424638697,1
0,260,1,89.722608709713,1
1,261,1,24.4746185211387,1
0,262,1,37.8885380730057,1
0,263,1,26.3676371229108,1
1,264,1,13.8249139828481,1
0,265,1,3.62919819898976,1
0,266,1,67.8781957193416,1
0,267,1,35.4371228210794,1
0,268,1,25.2900559052395,1
0,269,1,26.6668403788451,1
0,270,1,17.6494977421645,1
0,271,1,17.9758443236888,1
0,272,1,17.0257397455504,1
1,273,1,22.3893092359171,1
0,274,1,34.2445301356874,1
0,275,1,11.4989654010364,1
0,276,1,7.87354473390392,1
0,277,1,16.4801377409786,1
0,278,1,13.2238350676819,1
0,279,1,101.929038610559,1
0,280,1,22.8753969202783,1
0,281,1,24.5154131003238,1
0,282,1,14.3669737054604,1
1,283,1,22.8867613175138,1
0,284,1,50.9547014254693,1
0,285,1,23.4405457309133,1
0,286,1,59.2587720442619,1
0,287,1,106.046134226077,1
0,288,1,22.6406104565939,1
0,289,1,12.6650450219565,1
0,290,1,16.5004657721085,1
0,291,1,36.8260817044552,1
1,292,1,33.3248190841956,1
0,293,1,10.0337219168557,1
0,294,1,75.4604086896911,1
1,295,1,58.7982013643819,1
0,296,1,3.51438392480176,1
0,297,1,53.5288160709086,1
0,298,1,9.05518913609055,1
0,299,1,25.4866775384855,1
0,300,1,12.9678652474073,1
0,301,1,53.4024548598488,1
0,302,1,22.3795652222247,1
0,303,1,54.0579717376694,1
0,304,1,15.4277589265163,1
0,305,1,26.3271017225126,1
0,306,1,22.4820741849294,1
0,307,1,22.0500981612523,1
0,308,1,23.1574293615161,1
0,309,1,24.8628168427362,1
1,310,1,5.83736637066941,1
1,311,1,22.4338764188949,1
0,312,1,30.3726230722925,1
0,313,1,7.52695346012891,1
0,314,1,27.6962812904489,1
0,315,1,23.2927074534252,1
0,316,1,12.3342732727622,1
0,317,1,42.7512994169546,1
0,318,1,17.0109757300293,1
0,319,1,23.0916272283767,1
0,320,1,39.8947749499317,1
0,321,1,98.8473238702181,1
0,322,1,20.3351311459792,1
0,323,1,6.92394701772806,1
0,324,1,13.9551950507469,1
0,325,1,12.8410769720288,1
0,326,1,67.6710375663086,1
0,327,1,54.687886352281,1
0,328,1,121.718310252441,1
0,329,1,70.0023956120345,1
0,330,1,50.4285320079101,1
0,331,1,64.8286317476203,1
0,332,1,62.770387952607,1
1,333,1,5.78812917431026,1
0,334,1,141.78364567493,1
0,335,1,38.7408942988347,1
0,336,1,24.1336000020192,1
0,337,1,16.2673492023375,1
0,338,1,16.1900716556462,1
0,339,1,35.6860793936385,1
0,340,1,27.9392931267955,1
0,341,1,21.0921034638213,1
0,342,1,73.8700461383495,1
0,343,1,24.1113711769165,1
0,344,1,15.5424456526875,1
0,345,1,41.3955224388062,1
1,346,1,10.665230755122,1
0,347,1,46.2892096055127,1
0,348,1,17.446192688501,1
0,349,1,19.5703904908889,1
0,350,1,28.8472763300947,1
0,351,1,18.3892697686264,1
0,352,1,93.0043381016341,1
0,353,1,9.73229434181288,1
0,354,1,38.7940740181022,1
0,355,1,36.3456221057636,1
0,356,1,30.6946463126407,1
0,357,1,60.6246273154537,1
0,358,1,42.5118158787304,1
0,359,1,34.3272967905474,1
1,360,1,21.7990526072802,1
0,361,1,21.8677898776461,1
0,362,1,39.0758191064186,1
0,363,1,53.9601215013072,1
0,364,1,6.72935128796111,1
0,365,1,19.7033886470043,1
0,366,1,7.50508661128343,1
0,367,1,22.6090633858976,1
0,368,1,29.5368425861727,1
0,369,1,7.88394239919212,1
0,370,1,22.5307677236499,1
0,371,1,14.9626245933313,1
0,372,1,35.2387738766689,1
0,373,1,55.0476146014799,1
0,374,1,44.741130341762,1
0,375,1,30.7020213686189,1
0,376,1,84.4226330150298,1
0,377,1,76.4509542508429,1
0,378,1,15.5287459873306,1
0,379,1,39.7298857160055,1
0,380,1,14.1195244939712,1
0,381,1,45.6245962677056,1
0,382,1,28.1544909015603,1
0,383,1,22.8000557028421,1
0,384,1,109.264905340139,1
0,385,1,20.0854225540255,1
0,386,1,44.6324036466591,1
0,387,1,21.2653388860632,1
1,388,1,30.8068580818452,1
0,389,1,29.1306767870639,1
0,390,1,87.532643332109,1
0,391,1,26.3096932562592,1
0,392,1,52.8079455654049,1
0,393,1,38.278581428557,1
0,394,1,39.7376412570477,1
0,395,1,15.3389456835683,1
0,396,1,109.45718017017,1
0,397,1,14.7902334152644,1
0,398,1,16.3382386587993,1
1,399,1,10.7875608630221,1
0,400,1,21.8139446388561,1
1,401,1,70.646313112413,1
1,402,1,11.294814591921,1
0,403,1,12.2872709276036,1
0,404,1,18.6581953727658,1
0,405,1,49.9934670611681,1
0,406,1,53.6130470725584,1
0,407,1,6.07871164476368,1
0,408,1,73.0607333546089,1
0,409,1,18.5708535330062,1
0,410,1,19.7618864721145,1
0,411,1,154.048600478701,1
0,412,1,15.5481686313234,1
0,413,1,111.153607478513,1
0,414,1,19.5900440546061,1
0,415,1,25.1806032233016,1
0,416,1,5.4480267830882,1
0,417,1,28.3453373331878,1
1,418,1,41.0182852992373,1
0,419,1,23.8297707624682,1
0,420,1,32.8787348027354,1
0,421,1,64.4860881722086,1
0,422,1,30.9718364514622,1
0,423,1,17.853697215691,1
0,424,1,38.040040424174,1
0,425,1,63.2301663376134,1
0,426,1,4.93622240937664,1
0,427,1,12.2854260381874,1
0,428,1,7.1147942024737,1
0,429,1,28.8156873974189,1
0,430,1,37.2846842844822,1
0,431,1,23.4049877670444,1
0,432,1,53.6330918066649,1
1,433,1,19.1418438662454,1
0,434,1,26.1954766859709,1
0,435,1,26.5920733894787,1
0,436,1,53.0456929892184,1
0,437,1,21.2213974453012,1
0,438,1,18.7178314868541,1
0,439,1,26.556728158987,1
0,440,1,10.9795530151158,1
0,441,1,13.7023516944076,1
0,442,1,16.1466081730783,1
0,443,1,29.0071780370111,1
0,444,1,40.5239254524511,1
0,445,1,11.8926638333301,1
0,446,1,27.2289276038954,1
1,447,1,46.9583959032485,1
0,448,1,120.823762941898,1
0,449,1,58.0691297010332,1
0,450,1,14.477783372018,1
1,451,1,25.6997572381336,1
0,452,1,31.0774088488995,1
0,453,1,13.2544256804779,1
0,454,1,49.7805665472851,1
0,455,1,5.25271566391552,1
0,456,1,38.0022266161832,1
0,457,1,38.558456887932,1
0,458,1,41.0543672645787,1
0,459,1,37.9431926143197,1
0,460,1,63.2750079691485,1
0,461,1,24.3760050373303,1
0,462,1,15.363143368859,1
0,463,1,24.7805381520395,1
0,464,1,9.89740357057682,1
0,465,1,55.4559867259584,1
0,466,1,11.2391678181346,1
0,467,1,28.4202348951941,1
0,468,1,45.7244704696158,1
0,469,1,97.1020642007236,1
1,470,1,8.52293361873298,1
0,471,1,47.5492245169969,1
0,472,1,12.0146881948458,1
0,473,1,28.3449995840148,1
0,474,1,18.3780729996513,1
0,475,1,13.3262705833418,1
0,476,1,40.7793485887959,1
0,477,1,25.0627362993769,1
0,478,1,74.5777129394468,1
0,479,1,6.27399124802629,1
0,480,1,16.1634846576103,1
0,481,1,22.0610635729818,1
0,482,1,21.0685474893651,1
0,483,1,11.7240699379177,1
0,484,1,46.8552898923783,1
0,485,1,32.5284023627882,1
0,486,1,10.993497782322,1
0,487,1,19.5556449527052,1
0,488,1,13.0441121729404,1
0,489,1,11.4613667849524,1
0,490,1,33.889932545316,1
0,491,1,11.7305214311652,1
0,492,1,29.2584218367384,1
0,493,1,18.3797701485142,1
1,494,1,25.5625035995593,1
0,495,1,39.5000068648157,1
0,496,1,9.03938385643822,1
0,497,1,26.698333277621,1
1,498,1,17.0470062381443,1
0,499,1,48.778304874447,1
0,500,1,28.9270274811648,1
0,1,2,40.6172533126948,0
0,2,2,11.8701128076868,0
0,3,2,18.297712204085,0
0,4,2,18.6861845731046,0
0,5,2,37.608638181742,0
0,6,2,22.2637736843659,0
0,7,2,13.4002614169376,0
1,8,2,25.2478747027467,0
0,9,2,11.6804514783907,0
0,10,2,10.3895658228648,0
0,11,2,20.2621478667191,0
0,12,2,5.19942760440537,0
0,13,2,24.6723476509265,0
0,14,2,6.12119429199353,0
0,15,2,19.5381122543343,0
0,16,2,25.8246661331901,0
0,17,2,9.18973826933127,0
0,18,2,24.9405331641775,0
1,19,2,25.0200647330656,0
0,20,2,10.5002105213219,0
0,21,2,13.6741588207178,0
0,22,2,21.3716283496181,0
0,23,2,11.4711896313629,0
0,24,2,10.0932970948959,0
0,25,2,21.3805575202812,0
0,26,2,7.88975207688666,0
0,27,2,5.11151801466014,0
0,28,2,7.4758788174941,0
0,29,2,25.9201377727021,0
0,30,2,38.3485970063168,0
0,31,2,4.9313648222106,0
0,32,2,21.7810215029255,0
0,33,2,15.8549494019614,0
0,34,2,18.3766558765004,0
0,35,2,24.5294370533128,0
0,36,2,14.2870614034402,0
0,37,2,8.55726647269674,0
0,38,2,31.0992437413834,0
0,39,2,43.3465286718004,0
0,40,2,10.1439642066686,0
0,41,2,6.64040126393408,0
0,42,2,18.9169596298996,0
0,43,2,7.51969255971277,0
0,44,2,3.81072269014531,0
0,45,2,9.26859794965793,0
1,46,2,27.5733823364457,0
0,47,2,23.3362384200991,0
1,48,2,25.4047800796721,0
0,49,2,30.8808445973067,0
0,50,2,3.36309282241349,0
1,51,2,5.90691485070922,0
1,52,2,42.404141655177,0
0,53,2,34.2581265344813,0
0,54,2,26.8288851342455,0
0,55,2,33.7426716379436,0
0,56,2,41.6877266955324,0
0,57,2,14.1409267417901,0
0,58,2,14.2952710816992,0
0,59,2,4.68570569398615,0
0,60,2,25.7681577540007,0
0,61,2,18.3734648728101,0
0,62,2,8.49824560172988,0
0,63,2,9.28525361958746,0
0,64,2,7.47919758077147,0
0,65,2,3.89692673143563,0
0,66,2,19.1380362988306,0
0,67,2,12.4171117987878,0
0,68,2,17.7556628187236,0
0,69,2,6.23306815377821,0
0,70,2,7.71917737085499,0
0,71,2,20.8363433972222,0
0,72,2,13.06203367081,0
0,73,2,14.4595460797627,0
0,74,2,17.0658946792873,0
0,75,2,11.9668391668909,0
0,76,2,13.3018336304841,0
0,77,2,24.0210968926125,0
1,78,2,18.7856221851895,0
0,79,2,16.6895911223186,0
0,80,2,11.8939699746058,0
0,81,2,33.0341739069385,0
0,82,2,14.5655811896761,0
0,83,2,32.8272261556606,0
0,84,2,15.0775375149979,0
0,85,2,18.7161491277059,0
0,86,2,17.9774897764728,0
0,87,2,17.5335607659662,0
0,88,2,10.2612260961944,0
0,89,2,34.6987687953878,0
0,90,2,99.4220833439376,0
0,91,2,12.8128340164121,0
0,92,2,68.9239795221582,0
0,93,2,13.6054629743045,0
1,94,2,18.4554787334269,0
0,95,2,15.5295636864592,0
0,96,2,15.6948927472219,0
0,97,2,13.8521878882544,0
0,98,2,28.8711042205896,0
1,99,2,54.2075088770746,0
0,100,2,5.03140363723602,0
0,101,2,18.9623681929378,0
0,102,2,11.2237212675513,0
0,103,2,16.1590713281943,0
0,104,2,13.2476024830462,0
0,105,2,8.00621803864059,0
0,106,2,5.23066911523906,0
1,107,2,13.101062925541,0
0,108,2,37.4620669630857,0
0,109,2,38.2460657615682,0
0,110,2,55.842225720197,0
0,111,2,21.1198909677564,0
0,112,2,43.3871833400922,0
0,113,2,12.3773733369695,0
0,114,2,18.7185939172687,0
1,115,2,40.9755744401119,0
1,116,2,36.4208984995129,0
0,117,2,9.97398245777513,0
0,118,2,12.4912580071433,0
0,119,2,26.8569755705872,0
0,120,2,18.8099617146052,0
0,121,2,26.6749961441929,0
0,122,2,10.6567628190065,0
0,123,2,16.7003293327733,0
0,124,2,14.5287785313068,0
1,125,2,24.5406778307184,0
0,126,2,13.3012886223948,0
1,127,2,56.7190551401631,0
0,128,2,21.0710574455654,0
0,129,2,70.2247002596494,0
0,130,2,14.5962823338967,0
0,131,2,22.443137034143,0
0,132,2,13.3209657371319,0
0,133,2,7.53715374182548,0
0,134,2,15.8905206159016,0
1,135,2,28.3466921207098,0
1,136,2,21.5734584591218,0
0,137,2,20.3141187169645,0
0,138,2,13.7682345804911,0
1,139,2,10.3359479574354,0
0,140,2,20.0762348869932,0
0,141,2,9.49670687881663,0
0,142,2,10.5298026010635,0
1,143,2,12.950836388231,0
0,144,2,14.2495262462011,0
0,145,2,5.12959493300899,0
0,146,2,12.9368593458857,0
0,147,2,13.8539713197169,0
1,148,2,8.85557249348344,0
0,149,2,28.7105355542598,0
0,150,2,8.97173056793763,0
0,151,2,7.52764778869444,0
0,152,2,16.0509907028525,0
0,153,2,23.5847662686426,0
0,154,2,32.5091683157372,0
0,155,2,38.2952908886838,0
0,156,2,30.369792435788,0
0,157,2,10.405477085881,0
0,158,2,30.6375882693852,0
0,159,2,30.9472019085745,0
0,160,2,9.6704335489308,0
0,161,2,55.4967094482054,0
0,162,2,69.9252096749065,0
0,163,2,16.0827510948041,0
0,164,2,17.9245278841442,0
0,165,2,6.99844109950239,0
0,166,2,8.25745551501691,0
0,167,2,73.2881267870823,0
1,168,2,9.12691693150965,0
0,169,2,26.1123591287602,0
1,170,2,5.02385736522105,0
0,171,2,9.46808340222948,0
0,172,2,14.8605642836365,0
0,173,2,2.08284507808493,0
0,174,2,16.5524224329858,0
0,175,2,14.0136737359891,0
0,176,2,15.6466652515828,0
0,177,2,6.19309689611678,0
0,178,2,34.5666525917773,0
1,179,2,17.8975068471022,0
0,180,2,3.66090544091547,0
0,181,2,21.979334830758,0
0,182,2,38.0734436877746,0
0,183,2,49.9576428882139,0
0,184,2,18.0640541169858,0
0,185,2,71.9944345817475,0
0,186,2,65.6487638538007,0
0,187,2,11.6247967398461,0
0,188,2,17.6962940762631,0
0,189,2,19.3021319855812,0
0,190,2,8.94137423409472,0
0,191,2,14.3000413053423,0
0,192,2,19.3502760703699,0
0,193,2,7.53886864687425,0
0,194,2,12.6757908995737,0
0,195,2,14.7791138918191,0
0,196,2,13.5797037640195,0
0,197,2,5.38833812120201,0
0,198,2,20.2947452357454,0
0,199,2,6.39908218215602,0
0,200,2,19.025465123416,0
0,201,2,22.5113404300597,0
0,202,2,16.0121079476953,0
0,203,2,12.8039758066158,0
0,204,2,8.84541756812982,0
0,205,2,25.2422555229868,0
0,206,2,6.05903827700323,0
0,207,2,31.5396998695125,0
0,208,2,12.9329233651575,0
0,209,2,58.3545315016848,0
0,210,2,19.6527423304393,0
0,211,2,37.8997589807018,0
0,212,2,6.34530395715101,0
1,213,2,8.0306341987158,0
0,214,2,61.9373652686408,0
0,215,2,56.6836150889182,0
0,216,2,87.2235610536987,0
1,217,2,11.6619353329594,0
0,218,2,6.43460735269837,0
1,219,2,18.1127203471224,0
0,220,2,41.6255429595599,0
0,221,2,11.6169454016386,0
0,222,2,45.0564777248239,0
0,223,2,26.182328207552,0
0,224,2,7.25597870848822,0
0,225,2,6.4300511301302,0
0,226,2,55.8123664256306,0
0,227,2,20.931211057108,0
0,228,2,9.60731380903871,0
0,229,2,11.7738704049114,0
0,230,2,4.14147401303421,0
0,231,2,8.86663052212179,0
0,232,2,26.3989955947416,0
0,233,2,15.2432492284825,0
1,234,2,2.91498549978078,0
0,235,2,31.5580732083304,0
0,236,2,27.9153235570993,0
0,237,2,24.8796097247542,0
0,238,2,21.9881763258249,0
1,239,2,38.0750180135251,0
0,240,2,33.6857056964024,0
0,241,2,87.2764398421813,0
0,242,2,5.44566647307607,0
0,243,2,15.5138016168481,0
0,244,2,5.46672922528115,0
0,245,2,27.4827692536754,0
0,246,2,4.51026450222005,0
0,247,2,8.10821681759183,0
0,248,2,9.66232601580285,0
0,249,2,22.6615342216427,0
0,250,2,10.3536691187358,0
0,251,2,27.2592355727109,0
1,252,2,17.7957862731908,0
0,253,2,33.8535873256653,0
0,254,2,39.4462244252332,0
0,255,2,71.3128649034162,0
0,256,2,24.1083788254621,0
0,257,2,16.1216101030075,0
0,258,2,10.1597322790096,0
0,259,2,27.9320625535215,0
0,260,2,10.3181564112228,0
1,261,2,9.73591939603422,0
0,262,2,16.222128903009,0
0,263,2,8.82555881347906,0
1,264,2,35.3523647522573,0
0,265,2,26.8936440090112,0
0,266,2,32.8010581591344,0
0,267,2,16.4147926780953,0
0,268,2,34.7443231251771,0
0,269,2,18.8335542613812,0
0,270,2,40.356742890375,0
0,271,2,28.5721301138441,0
0,272,2,13.6702774746772,0
1,273,2,47.5404996986754,0
0,274,2,63.5565358718197,0
0,275,2,9.56117176887549,0
0,276,2,15.5948141498279,0
0,277,2,30.5179093688412,0
0,278,2,33.2575477223983,0
0,279,2,9.9787080462306,0
0,280,2,13.8912150182966,0
0,281,2,60.4512990907837,0
0,282,2,22.1517893797051,0
1,283,2,12.856817137299,0
0,284,2,8.83224353505001,0
0,285,2,24.6642673145979,0
0,286,2,10.5593324772133,0
0,287,2,13.1461730977416,0
0,288,2,48.3973387444662,0
0,289,2,6.49957934918347,0
0,290,2,7.61382996564194,0
0,291,2,16.5192074476392,0
1,292,2,19.7853449518074,0
0,293,2,31.0804173624613,0
0,294,2,26.5786464749706,0
1,295,2,22.4220159156475,0
0,296,2,46.5801910562956,0
0,297,2,23.5077316885498,0
0,298,2,15.744783253194,0
0,299,2,13.1450111530469,0
0,300,2,5.06344858621424,0
0,301,2,20.110238061402,0
0,302,2,18.6809634442329,0
0,303,2,11.9090538467578,0
0,304,2,24.8121551517761,0
0,305,2,23.2020662248251,0
0,306,2,16.6398151426831,0
0,307,2,33.8291186735804,0
0,308,2,18.2254583662943,0
0,309,2,26.1616963882214,0
1,310,2,2.25381497022726,0
1,311,2,12.9057099649237,0
0,312,2,18.2769891118936,0
0,313,2,7.52670791657511,0
0,314,2,38.9006410455706,0
0,315,2,23.1618202661248,0
0,316,2,17.9791524200339,0
0,317,2,6.15979312483661,0
0,318,2,26.1391272135409,0
0,319,2,16.4552380800032,0
0,320,2,18.9502891877779,0
0,321,2,13.0162123367942,0
0,322,2,13.9037617415919,0
0,323,2,4.82770761668459,0
0,324,2,19.01002244201,0
0,325,2,6.82737971092765,0
0,326,2,14.6462918116428,0
0,327,2,28.4074864076544,0
0,328,2,15.3146816071953,0
0,329,2,5.84772006589692,0
0,330,2,21.2516831682767,0
0,331,2,25.5525012061229,0
0,332,2,55.4261012560171,0
1,333,2,21.8310026822491,0
0,334,2,36.7948974613172,0
0,335,2,12.2740352717186,0
0,336,2,5.54778499986025,0
0,337,2,17.3776278794025,0
0,338,2,14.9635542316305,0
0,339,2,8.76899556440402,0
0,340,2,8.08745715650414,0
0,341,2,14.5551153179621,0
0,342,2,9.09663862836689,0
0,343,2,29.0585910696007,0
0,344,2,8.8529634675259,0
0,345,2,17.8730998226661,0
1,346,2,21.9616355600041,0
0,347,2,20.6598120345635,0
0,348,2,11.361133572518,0
0,349,2,32.263535455431,0
0,350,2,7.55174361093886,0
0,351,2,15.5076795540547,0
0,352,2,34.3630573668996,0
0,353,2,74.9473979204443,0
0,354,2,7.55591237718888,0
0,355,2,12.6668622123725,0
0,356,2,29.031708307437,0
0,357,2,10.9783373793303,0
0,358,2,11.7197281733567,0
0,359,2,66.4979293987095,0
1,360,2,78.6761116925034,0
0,361,2,6.51264024336487,0
0,362,2,13.8804043353768,0
0,363,2,13.4152373791558,0
0,364,2,28.2154500092784,0
0,365,2,13.9008131705687,0
0,366,2,21.6459869314101,0
0,367,2,33.791863249514,0
0,368,2,7.93625456599512,0
0,369,2,25.6933024674826,0
0,370,2,52.3737458083321,0
0,371,2,19.3696068984073,0
0,372,2,10.1554689432641,0
0,373,2,39.1697532564069,0
0,374,2,48.1073724867657,0
0,375,2,21.2783198325769,0
0,376,2,28.8915584277015,0
0,377,2,18.2101850557697,0
0,378,2,8.41718264185795,0
